Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,GW Points,Transfers In,Transfers Out,Next Fixture,GW
Solomon,MID,Spurs,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Bryan,MID,Spurs,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Gray,MID,Spurs,5.0,0.3,0.0,a,0,0,0,0,0,0,0,0.19,0.03,0.22,37.33,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Moore,MID,Spurs,5.0,0.2,0.0,a,0,0,0,0,0,0,2,0.56,0.2,0.76,6.87,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
P.M.Sarr,MID,Spurs,5.0,0.9,0.0,a,0,0,0,0,0,3,2,0.78,3.72,4.5,36.38,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Min-hyeok,MID,Spurs,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Olusesi,MID,Spurs,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Solanke,FWD,Spurs,7.5,16.2,0.0,a,0,0,0,0,0,9,5,1.13,10.89,12.02,40.14,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Richarlison,FWD,Spurs,6.5,1.5,0.0,a,0,0,0,0,0,4,1,0.6,3.71,4.31,7.29,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Lankshear,FWD,Spurs,4.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Scarlett,FWD,Spurs,4.5,1.2,0.0,a,0,0,0,0,0,0,1,0.0,0.04,0.04,0.83,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Burnley (Away),1
Areola,GKP,West Ham,4.5,5.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,37.78,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Foderingham,GKP,West Ham,4.0,1.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Hegyi,GKP,West Ham,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Diouf,DEF,West Ham,4.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Emerson,DEF,West Ham,4.5,0.4,0.0,a,0,0,0,0,0,2,1,2.19,1.95,4.14,37.51,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Kilman,DEF,West Ham,4.5,0.5,0.0,a,0,0,0,0,0,0,1,1.19,1.55,2.74,59.71,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Mavropanos,DEF,West Ham,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.39,1.61,2.0,37.11,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
N.Aguerd,DEF,West Ham,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Scarles,DEF,West Ham,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.18,0.11,0.29,10.12,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Todibo,DEF,West Ham,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.06,0.36,0.42,29.86,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Wan-Bissaka,DEF,West Ham,4.5,14.6,0.0,a,0,0,0,0,0,2,6,2.75,1.18,3.93,56.95,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Casey,DEF,West Ham,4.0,1.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.09,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
L.Paquetá,MID,West Ham,6.0,0.6,0.0,a,0,0,0,0,0,4,1,3.36,5.36,8.72,43.32,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Souček,MID,West Ham,6.0,0.6,0.0,a,0,0,0,0,0,9,2,1.27,6.6,7.87,44.29,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Ward-Prowse,MID,West Ham,6.0,0.3,0.0,a,0,0,0,0,0,1,2,2.68,1.59,4.27,19.29,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Summerville,MID,West Ham,5.5,0.0,0.0,i,0,0,0,0,0,1,1,1.71,1.61,3.32,17.58,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Álvarez,MID,West Ham,5.0,0.3,0.0,a,0,0,0,0,0,0,1,0.89,0.39,1.28,30.15,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Cornet,MID,West Ham,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.16,0.16,1.79,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
G.Rodriguez,MID,West Ham,5.0,0.2,0.0,a,0,0,0,0,0,0,1,0.17,0.22,0.39,20.67,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
L.Guilherme,MID,West Ham,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.13,0.42,0.55,2.61,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Earthy,MID,West Ham,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Irving,MID,West Ham,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.12,0.13,0.25,4.48,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Orford,MID,West Ham,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.04,0.03,0.07,1.23,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Potts,MID,West Ham,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Bowen,FWD,West Ham,8.0,35.8,0.0,a,0,0,0,0,0,13,11,6.47,8.6,15.07,51.12,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Füllkrug,FWD,West Ham,6.0,1.9,0.0,a,0,0,0,0,0,3,2,0.47,2.14,2.61,14.22,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Marshall,FWD,West Ham,4.5,1.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Sunderland (Home),1
Johnstone,GKP,Wolves,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,12.98,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
José Sá,GKP,Wolves,4.5,2.6,0.0,a,0,0,0,0,0,0,0,0.01,0.0,0.01,42.22,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Bentley,GKP,Wolves,4.0,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,3.01,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
King,GKP,Wolves,4.0,3.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.14,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Agbadou,DEF,Wolves,4.5,0.4,0.0,a,0,0,0,0,0,1,0,0.32,0.9,1.22,23.12,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Doherty,DEF,Wolves,4.5,0.3,0.0,a,0,0,0,0,0,2,1,1.24,1.12,2.36,32.68,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
H.Bueno,DEF,Wolves,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Mosquera,DEF,Wolves,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.03,0.33,0.36,5.63,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
R.Gomes,DEF,Wolves,4.5,0.3,0.0,a,0,0,0,0,0,2,0,0.87,0.72,1.59,16.09,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
S.Bueno,DEF,Wolves,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.1,0.45,0.55,29.4,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Toti,DEF,Wolves,4.5,0.3,0.0,a,0,0,0,0,0,0,1,0.6,0.73,1.33,41.65,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Hoever,DEF,Wolves,4.0,1.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Meupiyou,DEF,Wolves,4.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Pedro Lima,DEF,Wolves,4.0,1.8,0.0,a,0,0,0,0,0,0,0,0.1,0.06,0.16,0.77,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Pond,DEF,Wolves,4.0,2.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Hee Chan,MID,Wolves,6.0,0.3,0.0,a,0,0,0,0,0,2,1,0.35,0.79,1.14,12.57,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
André,MID,Wolves,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.52,0.41,0.93,40.79,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Bellegarde,MID,Wolves,5.5,0.2,0.0,a,0,0,0,0,0,2,7,2.74,1.46,4.2,26.55,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Fer López,MID,Wolves,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Gomes,MID,Wolves,5.5,0.2,0.0,a,0,0,0,0,0,3,1,2.61,2.94,5.55,49.5,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Guedes,MID,Wolves,5.5,0.2,0.0,a,0,0,0,0,0,2,4,0.92,3.28,4.2,18.83,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Munetsi,MID,Wolves,5.5,0.2,0.0,a,0,0,0,0,0,2,2,1.08,3.32,4.39,14.59,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
B.Traore,MID,Wolves,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Chirewa,MID,Wolves,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Edozie,MID,Wolves,4.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Gonzalez,MID,Wolves,4.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Hodge,MID,Wolves,4.5,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Strand Larsen,FWD,Wolves,6.5,7.3,0.0,a,0,0,0,0,0,14,4,1.0,10.14,11.14,43.94,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Fábio Silva,FWD,Wolves,5.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Kalajdžić,FWD,Wolves,5.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Chiwome,FWD,Wolves,4.5,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
Fraser,FWD,Wolves,4.5,2.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man City (Away),1
